Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population
8182-BJDSI,Female,56,No,No,No,No,0,United States,California,Santa Ana,92705,33.766004,-117.786763,44117
2482-CZGBB,Male,41,No,No,No,No,0,United States,California,Anaheim,92804,33.818,-117.974404,81333
0866-QLSIR,Female,53,No,No,No,No,0,United States,California,Garden Grove,92843,33.764018,-117.931507,43491
7181-BQYBV,Female,52,No,No,Yes,No,0,United States,California,Garden Grove,92845,33.782955,-118.026456,15878
6204-IEUXJ,Female,30,No,No,No,No,0,United States,California,Yorba Linda,92886,33.897253,-117.792202,39458
4529-CKBCL,Female,51,No,No,No,No,0,United States,California,Ventura,93001,34.360261,-119.306383,32899
2506-CLAKW,Female,20,Yes,No,No,No,0,United States,California,Ventura,93003,34.279221,-119.221437,46894
1583-IHQZE,Male,60,No,No,No,No,0,United States,California,Camarillo,93010,34.227846,-119.079903,42853
0151-ONTOV,Female,43,No,No,No,No,0,United States,California,Moorpark,93021,34.312945,-118.858169,32984
0320-JDNQG,Male,28,Yes,No,Yes,No,0,United States,California,Oxnard,93035,34.18454,-119.224666,25322
7180-PISOG,Male,41,No,No,Yes,No,0,United States,California,Piru,93040,34.432843,-118.730106,1459
3571-RFHAR,Male,60,No,No,No,No,0,United States,California,Santa Paula,93060,34.402343,-119.094824,32511
9578-VRMNM,Female,48,No,No,No,No,0,United States,California,Summerland,93067,34.420998,-119.60137,576
6140-QNRQQ,Male,42,No,No,No,No,0,United States,California,Santa Barbara,93103,34.438581,-119.685368,20893
4307-KTUMW,Male,27,Yes,No,Yes,No,0,United States,California,Santa Barbara,93108,34.457541,-119.631072,12741
7470-MCQTK,Female,42,No,No,Yes,No,0,United States,California,Alpaugh,93201,35.869626,-119.498771,1054
7488-MXJIV,Female,63,No,No,No,No,0,United States,California,Armona,93202,36.315979,-119.710852,2872
2027-FECZV,Male,44,No,No,No,No,0,United States,California,Bodfish,93205,35.523991,-118.400432,1954
2672-DZUOY,Male,46,No,No,No,No,0,United States,California,Buttonwillow,93206,35.451402,-119.488413,2078
3870-MQAMG,Female,21,Yes,No,Yes,No,0,United States,California,Camp Nelson,93208,36.057458,-118.591951,191
4800-CZMPC,Female,24,Yes,No,Yes,No,0,United States,California,Delano,93215,35.772244,-119.209689,37280
7377-DMMRI,Male,35,No,No,No,No,0,United States,California,Exeter,93221,36.301689,-119.018233,13333
8949-JTMAY,Female,49,No,No,No,No,0,United States,California,Mc Kittrick,93251,35.38381,-119.730885,302
3211-ILJTT,Male,35,No,No,Yes,No,0,United States,California,Taft,93268,35.184837,-119.402525,14937
5103-MHMHY,Female,49,No,No,No,Yes,1,United States,California,Los Osos,93402,35.279984,-120.824288,14859
0235-KGSLC,Female,45,No,No,No,No,0,United States,California,Buellton,93427,34.631362,-120.238218,4644
2884-GBPFB,Female,61,No,No,Yes,No,0,United States,California,Morro Bay,93442,35.369553,-120.763864,10909
5136-KCKGI,Female,22,Yes,No,Yes,No,0,United States,California,Templeton,93465,35.536115,-120.739231,7918
3722-WPXTK,Male,23,Yes,No,No,No,0,United States,California,Benton,93512,37.653947,-118.231443,340
2929-ERCFZ,Female,22,Yes,No,Yes,No,0,United States,California,Independence,93526,36.869584,-118.189241,734
7548-SEPYI,Female,62,No,No,No,No,0,United States,California,Temecula,92592,33.507255,-117.029473,46171
8835-VSDSE,Female,28,Yes,No,Yes,No,0,United States,California,San Diego,92129,32.961064,-117.134917,47224
1623-NLDOT,Female,55,No,No,Yes,No,0,United States,California,Lancaster,93534,34.727529,-118.153098,35109
5236-PERKL,Female,38,No,No,No,No,0,United States,California,Pearblossom,93553,34.445239,-117.894868,1613
7854-FOKSF,Male,54,No,No,No,No,0,United States,California,Rosamond,93560,34.903052,-118.411251,14931
2519-FAKOD,Male,30,No,No,No,No,0,United States,California,Tehachapi,93561,35.073777,-118.652112,25805
7089-IVVAZ,Female,26,Yes,No,No,No,0,United States,California,Cantua Creek,93608,36.488056,-120.407691,1766
9492-TOKRI,Female,55,No,No,No,No,0,United States,California,Dinuba,93618,36.523619,-119.386868,24206
3325-FUYCG,Male,58,No,No,Yes,No,0,United States,California,Five Points,93624,36.397745,-120.119911,1852
8481-YYXWG,Female,30,No,No,No,No,0,United States,California,Hume,93628,36.807595,-118.901544,93
2609-IAICY,Female,32,No,No,No,No,0,United States,California,North Fork,93643,37.244307,-119.470256,3376
1740-CSDJP,Male,53,No,No,No,No,0,United States,California,Oakhurst,93644,37.648647,-119.231447,8521
2636-OHFMN,Male,26,Yes,No,Yes,No,0,United States,California,Orosi,93647,36.600185,-119.175655,9780
1323-OOEPC,Female,45,No,No,Yes,No,0,United States,California,Prather,93651,37.007238,-119.505661,1314
9921-ZVRHG,Female,44,No,No,No,No,0,United States,California,Traver,93673,36.456091,-119.486225,646
4701-MLJPN,Male,60,No,No,No,No,0,United States,California,Fresno,93702,36.739385,-119.753649,47999
9206-GVPEQ,Male,28,Yes,No,Yes,No,0,United States,California,Fresno,93706,36.654614,-119.903674,35790
1596-BBVTG,Male,53,No,No,No,No,0,United States,California,San Dimas,91773,34.102119,-117.815532,33878
8433-WXGNA,Male,55,No,No,No,No,0,United States,California,Salinas,93906,36.722898,-121.633648,53946
3707-GNWHM,Male,28,Yes,No,No,No,0,United States,California,Carmel Valley,93924,36.414611,-121.6386,6691
5766-ZJYBB,Male,52,No,No,No,No,0,United States,California,Brisbane,94005,37.684694,-122.40712,3635
8931-GJJIQ,Female,46,No,No,No,No,0,United States,California,Burlingame,94010,37.57028,-122.365778,40346
4277-PVRAN,Female,34,No,No,No,No,0,United States,California,Daly City,94014,37.691561,-122.445202,47453
0203-HHYIJ,Male,62,No,No,No,No,0,United States,California,Atherton,94027,37.454924,-122.203168,6876
0952-KMEEH,Male,46,No,No,No,No,0,United States,California,Mountain View,94043,37.419725,-122.062947,27822
8178-EYZUO,Male,48,No,No,No,No,0,United States,California,San Francisco,94105,37.789168,-122.395009,2066
3230-WYKIR,Male,36,No,No,No,No,0,United States,California,San Francisco,94110,37.750021,-122.415201,74641
0407-BDJKB,Male,59,No,No,Yes,No,0,United States,California,San Francisco,94114,37.758085,-122.434801,30587
9600-UDOPK,Male,33,No,No,Yes,No,0,United States,California,San Francisco,94117,37.770533,-122.445121,38756
4074-SJFFA,Female,44,No,No,No,No,0,United States,California,San Francisco,94122,37.760412,-122.484966,55504
4910-GMJOT,Female,56,No,No,No,No,0,United States,California,San Francisco,94129,37.797526,-122.464531,2240
4323-SADQS,Male,61,No,No,Yes,Yes,6,United States,California,Concord,94521,37.971421,-121.971504,39888
4446-BZKHU,Male,44,No,No,Yes,No,0,United States,California,Pleasant Hill,94523,37.95338,-122.076886,32685
5202-IVJNU,Female,56,No,No,No,Yes,2,United States,California,Crockett,94525,38.049292,-122.228415,3193
5976-JCJRH,Male,36,No,No,Yes,No,0,United States,California,Danville,94526,37.815459,-121.977203,32873
0137-OCGAB,Female,25,Yes,No,No,No,0,United States,California,Fairfield,94533,38.287136,-122.02711,77683
3351-NQLDI,Female,41,No,No,Yes,No,0,United States,California,Travis Afb,94535,38.265899,-121.939461,9978
7593-JNWRU,Male,61,No,No,Yes,Yes,1,United States,California,Fremont,94538,37.505768,-121.962472,56126
4588-YBNIB,Female,24,Yes,No,No,No,0,United States,California,Fremont,94539,37.516791,-121.899117,46917
5028-GZLDO,Male,21,Yes,No,No,No,0,United States,California,Moraga,94556,37.827946,-122.107185,16510
6877-TJMBR,Male,21,Yes,No,Yes,No,0,United States,California,Orinda,94563,37.873916,-122.20522,17964
6769-DCQLI,Male,21,Yes,No,No,No,0,United States,California,Pope Valley,94567,38.672708,-122.403219,494
2433-KMEAS,Male,62,No,No,No,No,0,United States,California,Dublin,94568,37.713926,-121.928425,29636
2195-ZRVAX,Female,40,No,No,Yes,No,0,United States,California,Rodeo,94572,38.027218,-122.23463,8506
3550-SAHFP,Female,51,No,No,No,No,0,United States,California,Saint Helena,94574,38.581354,-122.296283,9423
2011-TRQYE,Male,59,No,No,No,No,0,United States,California,Deer Park,94576,38.554383,-122.474773,223
4873-ILOLJ,Male,64,No,No,No,No,0,United States,California,Sunol,94586,37.587494,-121.862856,790
2725-KXXWT,Male,26,Yes,No,Yes,No,0,United States,California,Vallejo,94589,38.161321,-122.271588,42209
9565-DJPIB,Female,64,No,No,No,No,0,United States,California,Vallejo,94590,38.104705,-122.247387,37218
8348-HFYIV,Male,21,Yes,No,No,No,0,United States,California,Oakland,94601,37.776523,-122.219268,54876
6849-WLEYG,Male,43,No,No,No,Yes,3,United States,California,Emeryville,94608,37.83726,-122.287648,24589
4659-NZRUF,Female,64,No,No,No,No,0,United States,California,Oakland,94609,37.834341,-122.26437,21097
8429-XIBUM,Male,44,No,No,No,No,0,United States,California,Oakland,94618,37.84551,-122.235181,15438
2608-BHKFN,Female,46,No,No,No,No,0,United States,California,Berkeley,94703,37.863843,-122.275684,19763
7341-LXCAF,Male,24,Yes,No,Yes,No,0,United States,California,Berkeley,94705,37.858898,-122.240512,12448
9462-MJUAW,Male,60,No,No,No,No,0,United States,California,Berkeley,94708,37.897743,-122.263124,10737
8128-YVJRG,Female,61,No,No,No,No,0,United States,California,Berkeley,94709,37.878554,-122.26609,10147
1569-TTNYJ,Male,55,No,No,Yes,No,0,United States,California,Richmond,94805,37.941456,-122.320968,13984
4749-VFKVB,Female,47,No,No,No,No,0,United States,California,Inverness,94937,38.099323,-122.945723,1004
7598-UAASY,Male,19,Yes,No,Yes,No,0,United States,California,Marshall,94940,38.129308,-122.834815,406
7938-OUHIO,Male,28,Yes,No,No,No,0,United States,California,Mill Valley,94941,37.901371,-122.572024,28727
0431-APWVY,Female,37,No,No,Yes,No,0,United States,California,Novato,94949,38.067204,-122.524004,13361
3426-NIYYL,Male,47,No,No,No,No,0,United States,California,Sausalito,94965,37.848641,-122.515692,11213
3387-VATUS,Male,44,No,No,No,No,0,United States,California,Aromas,95004,36.878364,-121.629781,3373
1143-NMNQJ,Female,39,No,No,No,No,0,United States,California,Boulder Creek,95006,37.171727,-122.142961,10520
0415-MOSGF,Female,58,No,No,No,No,0,United States,California,Los Gatos,95030,37.222842,-121.988727,13290
2495-INZWQ,Male,44,No,No,No,No,0,United States,California,San Juan Bautista,95045,36.810568,-121.503022,3402
4139-SUGLD,Male,41,No,No,Yes,Yes,3,United States,California,Santa Clara,95054,37.393554,-121.965114,13031
6857-VWJDT,Female,45,No,No,No,No,0,United States,California,Santa Cruz,95060,36.993451,-122.098858,43192
5624-BQSSA,Female,19,Yes,No,No,No,0,United States,California,Santa Cruz,95065,37.031404,-121.981865,8365
5577-OTWWW,Female,54,No,No,No,No,0,United States,California,San Jose,95120,37.186141,-121.843554,37090
6100-QQHEB,Male,42,No,No,Yes,No,0,United States,California,San Jose,95121,37.304681,-121.809955,37127
2691-NZETQ,Male,28,Yes,No,No,No,0,United States,California,San Jose,95130,37.277592,-121.986477,13481
4404-HIBDJ,Female,48,No,No,No,No,0,United States,California,San Jose,95131,37.387027,-121.897775,26389
7295-JOMMD,Female,34,No,No,No,No,0,United States,California,San Jose,95135,37.28682,-121.723877,15798
5013-SBUIH,Female,63,No,No,No,No,0,United States,California,Stockton,95202,37.959706,-121.287669,7071
6023-YEBUP,Male,32,No,No,No,No,0,United States,California,Stockton,95210,38.033219,-121.297433,40611
7209-JCUDS,Male,25,Yes,No,No,No,0,United States,California,Stockton,95212,38.049457,-121.21653,6951
6158-DWPZT,Male,53,No,No,Yes,No,0,United States,California,Avery,95224,38.208336,-120.339938,115
3763-GCZHZ,Male,23,Yes,No,Yes,No,0,United States,California,Hathaway Pines,95233,38.184914,-120.364085,335
0772-GYEQQ,Male,33,No,No,No,No,0,United States,California,Lodi,95240,38.123544,-121.159078,45755
4831-EOBFE,Male,43,No,No,Yes,No,0,United States,California,Mountain Ranch,95246,38.264262,-120.515133,1692
9170-GYZJC,Female,42,No,No,Yes,Yes,3,United States,California,Vallecito,95251,38.055562,-120.456298,460
2002-MZHWP,Female,24,Yes,No,No,No,0,United States,California,Delhi,95315,37.422961,-120.765493,10159
2004-OCQXK,Female,44,No,No,No,No,0,United States,California,Merced,95348,37.40122,-120.514191,23100
5027-QPKTE,Male,39,No,No,Yes,No,0,United States,California,Modesto,95350,37.671806,-121.007575,52872
2672-HUYVI,Female,53,No,No,No,No,0,United States,California,Newman,95360,37.343846,-121.039391,8504
7508-MYBOG,Male,20,Yes,No,Yes,No,0,United States,California,Patterson,95363,37.410236,-121.320337,15536
0148-DCDOS,Male,41,No,No,No,No,0,United States,California,Planada,95365,37.329725,-120.306399,4150
9992-RRAMN,Male,40,No,No,Yes,No,0,United States,California,Riverbank,95367,37.734971,-120.954271,16525
0310-MVLET,Female,63,No,No,Yes,No,0,United States,California,Snelling,95369,37.521708,-120.426843,1158
5696-QURRL,Male,31,No,No,No,No,0,United States,California,Waterford,95386,37.669516,-120.626964,8308
0495-RVCBF,Female,39,No,No,No,No,0,United States,California,Santa Rosa,95401,38.460517,-122.790335,36125
7854-EDSSA,Male,46,No,No,No,No,0,United States,California,Santa Rosa,95404,38.526941,-122.709096,35057
8869-TORSS,Female,51,No,No,No,No,0,United States,California,Santa Rosa,95405,38.439696,-122.668817,22250
2115-BFTIW,Male,52,No,No,No,No,0,United States,California,Clearlake Oaks,95423,39.07116,-122.598542,3684
0611-DFXKO,Male,35,No,No,Yes,No,0,United States,California,Comptche,95427,39.239818,-123.565432,371
7780-OTDSO,Male,51,No,No,Yes,No,0,United States,California,Covelo,95428,39.83307,-123.178765,2296
9747-DDZOS,Female,50,No,No,No,No,0,United States,California,Eldridge,95431,38.348884,-122.51699,363
0564-JJHGS,Male,45,No,No,No,No,0,United States,California,Guerneville,95446,38.52576,-123.013347,4913
3348-CFRNX,Female,47,No,No,Yes,No,0,United States,California,Healdsburg,95448,38.618347,-122.908422,17979
1428-GTBJJ,Male,20,Yes,No,No,No,0,United States,California,Jenner,95450,38.505995,-123.187019,438
2249-YPRNG,Female,57,No,No,Yes,No,0,United States,California,The Sea Ranch,95497,38.696659,-123.436861,752
7410-YTJIK,Female,35,No,No,No,No,0,United States,California,Eureka,95501,40.796621,-124.15428,23224
4626-GYCZP,Male,60,No,No,No,No,0,United States,California,Eureka,95503,40.737431,-124.108897,23570
5590-BYNII,Male,51,No,No,No,No,0,United States,California,Bayside,95524,40.825486,-124.049485,1689
3237-AJGEH,Female,43,No,No,Yes,Yes,1,United States,California,Bridgeville,95526,40.372532,-123.525626,695
1591-NFNLQ,Male,38,No,No,No,No,0,United States,California,Fallbrook,92028,33.362575,-117.299644,42239
0596-BQCEQ,Female,32,No,No,Yes,No,0,United States,California,Hydesville,95547,40.557314,-124.081662,1201
1481-ZUWZA,Male,52,No,No,No,No,0,United States,California,Klamath,95548,41.572813,-124.035011,1215
2309-OSFEU,Male,42,No,No,No,No,0,United States,California,Smith River,95567,41.950683,-124.097094,2020
7613-LLQFO,Male,41,No,No,No,No,0,United States,California,Amador City,95601,38.431407,-120.8421,222
2640-PMGFL,Male,35,No,No,No,No,0,United States,California,West Sacramento,95605,38.592745,-121.540036,12756
3801-HMYNL,Male,44,No,No,Yes,No,0,United States,California,Brooks,95606,38.809804,-122.241383,382
4484-CGXFK,Female,45,No,No,No,No,0,United States,California,El Dorado,95623,38.63153,-120.842609,4097
6214-EDAKZ,Female,32,No,No,Yes,Yes,1,United States,California,Elverta,95626,38.734997,-121.463719,6197
6127-ISGTU,Female,34,No,No,Yes,No,0,United States,California,Garden Valley,95633,38.852544,-120.837669,2536
8740-XLHDR,Male,30,No,No,No,No,0,United States,California,Greenwood,95635,38.921333,-120.897718,1140
1208-DNHLN,Male,60,No,No,Yes,No,0,United States,California,Grizzly Flats,95636,38.636102,-120.522149,659
1761-AEZZR,Male,59,No,No,No,No,0,United States,California,Guinda,95637,38.830739,-122.196202,228
7120-RFMVS,Male,31,No,No,No,No,0,United States,California,Isleton,95641,38.154823,-121.601358,2010
7317-GGVPB,Male,57,No,No,Yes,No,0,United States,California,Lotus,95651,38.815515,-120.916997,485
1322-AGOQM,Male,57,No,No,No,No,0,United States,California,Mather,95655,38.549822,-121.266725,929
5692-FPTAH,Female,32,No,No,No,No,0,United States,California,Nicolaus,95659,38.788898,-121.608624,751
1550-LOAHA,Female,53,No,No,Yes,No,0,United States,California,Orangevale,95662,38.689174,-121.218435,32040
0268-QKIWO,Female,41,No,No,No,No,0,United States,California,Pilot Hill,95664,38.803731,-121.043799,1173
0876-WDUUZ,Female,62,No,No,No,No,0,United States,California,Pine Grove,95665,38.400264,-120.641274,4354
0617-FHSGK,Male,62,No,No,No,No,0,United States,California,Rancho Cordova,95670,38.602723,-121.279913,49729
2858-MOFSQ,Female,50,No,No,No,No,0,United States,California,Rio Oso,95674,38.954144,-121.482536,947
7005-CCBKV,Male,53,No,No,No,No,0,United States,California,Thornton,95686,38.157794,-121.520223,1472
4250-FDVOU,Female,44,No,No,No,No,0,United States,California,Woodland,95695,38.71967,-121.862416,38547
2141-RRYGO,Female,51,No,No,No,No,0,United States,California,Camino,95709,38.748316,-120.675512,4829
6376-GAHQE,Male,48,No,No,No,No,0,United States,California,Dutch Flat,95714,39.197215,-120.83679,350
5052-PNLOS,Male,50,No,No,No,No,0,United States,California,Echo Lake,95721,38.851842,-120.076204,69
6979-ZNSFF,Female,48,No,No,No,No,0,United States,California,Pollock Pines,95726,38.733908,-120.453416,8577
2386-LAHRK,Male,22,Yes,No,No,No,0,United States,California,Weimar,95736,39.00978,-120.978273,31
6032-IGALN,Female,35,No,No,No,No,0,United States,California,Granite Bay,95746,38.749466,-121.184196,20675
0516-WJVXC,Female,21,Yes,No,No,No,0,United States,California,Sacramento,95818,38.556306,-121.495817,21313
8809-RIHDD,Male,47,No,No,Yes,No,0,United States,California,Sacramento,95827,38.549185,-121.328386,19611
4822-NGOCH,Female,60,No,No,No,No,0,United States,California,Sacramento,95831,38.494832,-121.529447,42832
1432-FPAXX,Female,53,No,No,No,No,0,United States,California,Beale Afb,95903,39.125311,-121.392283,5654
3884-HCSWG,Female,51,No,No,No,No,0,United States,California,Camptonville,95922,39.432127,-121.099287,632
5077-DXTCG,Female,37,No,No,No,No,0,United States,California,Challenge,95925,39.461768,-121.195825,262
1142-WACZW,Male,64,No,No,No,No,0,United States,California,Chico,95926,39.745712,-121.84333,35808
4892-VLANZ,Male,40,No,No,No,No,0,United States,California,Colusa,95932,39.273096,-122.050763,7503
2919-HBCJO,Female,36,No,No,No,No,0,United States,California,Downieville,95936,39.578792,-120.780786,404
4236-XPXAV,Female,45,No,No,Yes,No,0,United States,California,Dunnigan,95937,38.931425,-121.946081,19
3030-YZADT,Male,57,No,No,No,No,0,United States,California,Grass Valley,95949,39.099204,-121.137962,17922
7410-KTVFV,Male,53,No,No,Yes,No,0,United States,California,Grimes,95950,39.033058,-121.895718,531
8393-DLHGA,Male,55,No,No,No,No,0,United States,California,Palermo,95968,39.435756,-121.552071,1254
2834-SPCJV,Male,40,No,No,Yes,No,0,United States,California,Rough And Ready,95975,39.225634,-121.156163,1601
0587-DMGBH,Female,48,No,No,No,No,0,United States,California,Willows,95988,39.493991,-122.286363,8812
3523-QRQLL,Female,22,Yes,No,Yes,No,0,United States,California,Bieber,96009,41.083464,-121.107929,595
0895-DQHEW,Male,47,No,No,Yes,No,0,United States,California,Burney,96013,40.946785,-121.719489,4552
8149-RSOUN,Female,49,No,No,No,No,0,United States,California,Dorris,96023,41.949216,-122.050062,1162
7250-EQKIY,Female,47,No,No,Yes,Yes,2,United States,California,Escondido,92027,33.141265,-116.967221,48690
4013-UBXWQ,Female,33,No,No,No,No,0,United States,California,Fallbrook,92028,33.362575,-117.299644,42239
5519-NPHVG,Female,53,No,No,No,No,0,United States,California,Klamath River,96050,41.816595,-122.948287,482
8849-GYOKR,Female,59,No,No,Yes,No,0,United States,California,Mineral,96063,40.408796,-121.579609,124
3148-BLQJT,Male,33,No,No,No,No,0,United States,California,Fallbrook,92028,33.362575,-117.299644,42239
0461-CVKMU,Female,45,No,No,Yes,No,0,United States,California,Oak Run,96069,40.689243,-122.037023,829
8806-EAGWC,Male,25,Yes,No,No,No,0,United States,California,Old Station,96071,40.656287,-121.428965,182
4183-WCSEP,Male,46,No,No,No,No,0,United States,California,Weaverville,96093,40.759401,-122.939337,3749
5498-TXHLF,Female,39,No,No,Yes,No,0,United States,California,Whitmore,96096,40.637105,-121.906949,843
9722-UJOJR,Male,36,No,No,Yes,No,0,United States,California,Blairsden Graeagle,96103,39.783747,-120.661032,1839
6772-KSATR,Male,31,No,No,No,No,0,United States,California,Eagleville,96110,41.280341,-120.150381,132
7112-OPOTK,Male,37,No,No,No,No,0,United States,California,Fort Bidwell,96112,41.932207,-120.135941,231
4210-QFJMF,Female,41,No,No,No,No,0,United States,California,Fallbrook,92028,33.362575,-117.299644,42239
5828-AVIPD,Male,29,Yes,No,Yes,No,0,United States,California,Sierraville,96126,39.559709,-120.345639,227
1086-LXKFY,Female,46,No,No,Yes,No,0,United States,California,Westwood,96137,40.271535,-121.018087,4158
7774-OJSXI,Male,53,No,No,No,No,0,United States,California,South Lake Tahoe,96150,38.911577,-120.106169,33038
7786-WBJYI,Female,31,No,No,No,No,0,United States,California,San Diego,92130,32.957195,-117.202542,28201
5016-ETTFF,Male,46,No,No,No,No,0,United States,California,Los Angeles,90016,34.028331,-118.354338,46984
3866-MDTUB,Female,64,No,No,No,No,0,United States,California,Los Angeles,90017,34.052842,-118.264495,20692
0697-ZMSWS,Male,19,Yes,No,No,No,0,United States,California,Los Angeles,90023,34.017697,-118.200577,47487
7593-XFKDI,Male,39,No,No,No,No,0,United States,California,Los Angeles,90031,34.085807,-118.206617,38415
0337-CNPZE,Female,63,No,No,No,No,0,United States,California,Los Angeles,90033,34.050198,-118.210946,49431
1513-XNPPH,Female,36,No,No,No,No,0,United States,California,Los Angeles,90037,34.002642,-118.287596,56709
6347-DCUIK,Male,28,Yes,No,No,No,0,United States,California,Los Angeles,90043,33.988543,-118.334081,44764
0897-FEGMU,Female,43,No,No,Yes,No,0,United States,California,Los Angeles,90048,34.072945,-118.37267,21739
7663-RGWBC,Male,44,No,No,No,No,0,United States,California,Los Angeles,90049,34.091829,-118.491244,33523
1120-BMWUB,Female,36,No,No,No,No,0,United States,California,Los Angeles,90056,33.987945,-118.370442,8115
9124-LHCJQ,Female,22,Yes,No,No,No,0,United States,California,Los Angeles,90057,34.061918,-118.277939,44004
2235-ZGKPT,Female,36,No,No,Yes,Yes,1,United States,California,Los Angeles,90062,34.003553,-118.308933,29299
3891-PUQOD,Female,40,No,No,No,Yes,3,United States,California,Los Angeles,90063,34.044271,-118.185237,55668
0689-NKYLF,Male,42,No,No,No,No,0,United States,California,Los Angeles,90066,34.002028,-118.430656,55204
3658-KIBGF,Female,19,Yes,No,No,No,0,United States,California,Los Angeles,90068,34.137411,-118.328915,21728
5519-YLDGW,Female,57,No,No,Yes,No,0,United States,California,Los Angeles,90071,34.052917,-118.255178,21
4946-EDSEW,Female,35,No,No,Yes,Yes,3,United States,California,Compton,90221,33.885811,-118.206459,51387
8185-UPYBR,Male,33,No,No,Yes,No,0,United States,California,Hermosa Beach,90254,33.86532,-118.396336,18693
4585-HETAI,Female,25,Yes,No,Yes,No,0,United States,California,Huntington Park,90255,33.97803,-118.217141,78114
7526-BEZQB,Male,39,No,No,No,No,0,United States,California,Lawndale,90260,33.88856,-118.351813,33300
4951-UKAAQ,Female,30,No,No,No,No,0,United States,California,Inglewood,90302,33.975332,-118.355252,30779
2108-YKQTY,Female,42,No,No,No,No,0,United States,California,Santa Monica,90403,34.031529,-118.491156,23559
4918-QLLIW,Male,23,Yes,No,No,No,0,United States,California,Santa Monica,90405,34.005439,-118.477507,26099
1625-JAIIY,Female,42,No,No,Yes,No,0,United States,California,Torrance,90505,33.807882,-118.347957,34873
2947-DOMLJ,Male,47,No,No,No,Yes,2,United States,California,Buena Park,90621,33.874224,-117.993368,33528
4112-LUEIZ,Male,55,No,No,No,No,0,United States,California,La Palma,90623,33.850504,-118.039892,15505
4510-HIMLV,Male,50,No,No,No,No,0,United States,California,La Habra,90631,33.940619,-117.9513,67354
2430-USGXP,Male,44,No,No,Yes,No,0,United States,California,Santa Fe Springs,90670,33.933565,-118.062611,16271
5955-ERIHD,Male,53,No,No,Yes,No,0,United States,California,Lakewood,90712,33.840524,-118.148403,30173
5949-EBSQK,Male,44,No,No,Yes,Yes,1,United States,California,Sunset Beach,90742,33.719221,-118.073596,1107
7274-RTAPZ,Male,20,Yes,No,No,No,0,United States,California,Long Beach,90804,33.783047,-118.1486,43467
0311-UNPFF,Female,58,No,No,No,No,0,United States,California,Long Beach,90807,33.830099,-118.182239,31556
3834-XUIFC,Male,23,Yes,No,No,No,0,United States,California,Long Beach,90814,33.771612,-118.143866,19034
7599-FKVXZ,Male,54,No,No,Yes,No,0,United States,California,South Pasadena,91030,34.110444,-118.156957,23984
8229-TNIQA,Female,36,No,No,No,No,0,United States,California,Pasadena,91105,34.13946,-118.166649,10253
6221-AVQYL,Male,37,No,No,No,No,0,United States,California,Glendale,91203,34.153338,-118.262974,14493
7743-EXURX,Male,47,No,No,Yes,Yes,1,United States,California,Glendale,91208,34.195386,-118.238508,16910
5569-KGJHX,Female,63,No,No,Yes,No,0,United States,California,Canoga Park,91303,34.19829,-118.602203,23519
7730-IUTDZ,Male,63,No,No,No,No,0,United States,California,Chatsworth,91311,34.294142,-118.603883,35325
0426-TIRNE,Female,54,No,No,No,No,0,United States,California,Encino,91316,34.150354,-118.518292,27614
7587-RZNME,Male,23,Yes,No,No,No,0,United States,California,Valencia,91355,34.43987,-118.644609,24977
0748-RDGGM,Male,38,No,No,Yes,No,0,United States,California,Tarzana,91356,34.157137,-118.548511,27424
3746-EUBYR,Male,63,No,No,Yes,No,0,United States,California,Fallbrook,92028,33.362575,-117.299644,42239
2332-EFBJY,Male,35,No,No,No,No,0,United States,California,Sherman Oaks,91403,34.147149,-118.463365,22085
9474-PHLYD,Female,25,Yes,No,No,No,0,United States,California,Sherman Oaks,91423,34.146957,-118.432138,29387
2165-VOEGB,Female,23,Yes,No,No,No,0,United States,California,Burbank,91501,34.188339,-118.300942,18112
2219-MVUSO,Male,59,No,No,No,No,0,United States,California,Los Angeles,90028,34.099869,-118.326843,30568
8914-RBTSB,Male,62,No,No,Yes,No,0,United States,California,Valley Village,91607,34.165783,-118.399795,27453
0963-ZBDRN,Male,45,No,No,No,No,0,United States,California,Claremont,91711,34.127621,-117.717863,34716
7594-RQHXR,Female,20,Yes,No,No,No,0,United States,California,Covina,91722,34.097345,-117.906736,33817
6331-EWIEB,Male,49,No,No,No,No,0,United States,California,El Monte,91731,34.079934,-118.046695,30211
5998-VVEJY,Male,34,No,No,No,No,0,United States,California,Glendora,91741,34.14649,-117.849815,24973
4317-VTEOA,Male,61,No,No,No,No,0,United States,California,Rowland Heights,91748,33.976753,-117.897367,46342
1670-SVOWZ,Female,57,No,No,Yes,No,0,United States,California,Mira Loma,91752,33.999992,-117.535395,18980
7541-YLXCL,Male,25,Yes,No,No,No,0,United States,California,Pomona,91767,34.083086,-117.737997,46626
0260-ZDLGK,Female,50,No,No,No,Yes,2,United States,California,San Dimas,91773,34.102119,-117.815532,33878
8722-NGNBH,Male,25,Yes,No,No,No,0,United States,California,Walnut,91789,34.018354,-117.85492,45118
0133-BMFZO,Female,40,No,No,No,No,0,United States,California,Alhambra,91803,34.074736,-118.145959,30635
6128-CZOMY,Female,43,No,No,No,No,0,United States,California,Alpine,91901,32.827184,-116.703729,16486
9540-JYROE,Male,30,No,No,No,No,0,United States,California,Bonita,91902,32.67117,-117.00232,17389
