Customer ID,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing
7733-UDMTP,Q3,No,0,57,Offer B,No,0,No,Yes,DSL,26,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes
6904-JLBGY,Q3,No,0,72,Offer A,Yes,14.94,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes
6917-YACBP,Q3,No,0,59,Offer B,Yes,25.57,Yes,Yes,Fiber Optic,5,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes
4223-WOZCM,Q3,No,0,2,Offer E,Yes,37.97,No,Yes,DSL,9,No,No,Yes,No,No,No,No,Yes,Two Year,No
5917-RYRMG,Q3,No,0,32,None,Yes,25.89,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No
8224-DWCKX,Q3,No,0,12,None,Yes,43.4,Yes,Yes,Fiber Optic,24,No,No,No,No,No,No,No,Yes,Two Year,Yes
1768-HNVGJ,Q3,No,0,45,Offer B,Yes,18.46,Yes,Yes,Cable,3,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes
4395-PZMSN,Q3,No,0,5,Offer E,Yes,18.38,No,Yes,Fiber Optic,15,No,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes
5446-DKWYW,Q3,Yes,9,61,Offer B,Yes,39.31,Yes,Yes,DSL,10,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes
8107-KNCIM,Q3,Yes,8,14,None,Yes,45.46,Yes,Yes,Fiber Optic,4,No,No,No,No,No,No,No,Yes,Two Year,Yes
5451-YHYPW,Q3,Yes,2,72,Offer A,Yes,44.89,Yes,Yes,Fiber Optic,24,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes
7629-WFGLW,Q3,Yes,10,56,Offer B,Yes,11.55,Yes,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,No
8818-DOPVL,Q3,No,0,46,Offer B,Yes,41.17,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes
7044-YAACC,Q3,Yes,5,4,None,Yes,6.03,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Two Year,Yes
8189-XRIKE,Q3,No,0,32,Offer C,Yes,31.57,No,Yes,Fiber Optic,4,No,No,No,No,Yes,Yes,No,Yes,Two Year,No
3740-RLMVT,Q3,Yes,7,67,Offer A,Yes,42.07,No,Yes,Cable,12,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes
2186-QZEYA,Q3,No,0,29,Offer C,Yes,8.88,Yes,Yes,DSL,22,Yes,Yes,No,No,No,No,No,Yes,Two Year,Yes
5599-HVLTW,Q3,No,0,14,None,Yes,7.34,Yes,Yes,Fiber Optic,3,No,No,Yes,No,No,No,No,Yes,Two Year,Yes
9208-OLGAQ,Q3,No,0,18,None,Yes,25.7,No,Yes,Fiber Optic,23,No,No,Yes,No,No,Yes,No,No,Two Year,Yes
3244-CQPHU,Q3,No,0,72,Offer A,Yes,14.12,Yes,Yes,Fiber Optic,23,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Yes
2674-MLXMN,Q3,No,0,71,Offer A,Yes,34.36,Yes,Yes,Fiber Optic,13,No,Yes,No,No,Yes,Yes,No,Yes,Two Year,Yes
9708-HPXWZ,Q3,No,0,5,None,No,0,No,Yes,DSL,4,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No
5792-JALQC,Q3,No,0,52,Offer B,Yes,34,Yes,Yes,DSL,3,Yes,No,Yes,No,No,No,No,Yes,Two Year,No
2675-OTVVJ,Q3,Yes,5,31,Offer C,Yes,46.06,Yes,Yes,Fiber Optic,18,Yes,No,No,No,Yes,No,No,Yes,Two Year,No
0537-QYZZN,Q3,Yes,6,24,Offer C,Yes,4.06,Yes,Yes,Fiber Optic,28,Yes,No,No,No,No,No,No,Yes,Two Year,Yes
3340-QBBFM,Q3,Yes,9,36,Offer C,Yes,47.16,No,Yes,DSL,28,No,No,Yes,Yes,No,No,No,Yes,One Year,No
2277-VWCNI,Q3,No,0,4,None,Yes,31.13,Yes,Yes,DSL,15,No,No,No,No,No,No,No,Yes,Two Year,No
7576-JMYWV,Q3,Yes,7,46,Offer B,Yes,20.42,Yes,Yes,Fiber Optic,16,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Yes
5227-JSCFE,Q3,Yes,9,71,Offer A,No,0,No,Yes,DSL,19,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No
1608-GMEWB,Q3,No,0,45,Offer B,Yes,15.65,Yes,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes
2665-NPTGL,Q3,Yes,8,26,Offer C,Yes,18.66,Yes,Yes,Fiber Optic,11,No,No,Yes,No,Yes,Yes,No,Yes,Two Year,Yes
0442-ZXKVS,Q3,Yes,2,54,Offer B,Yes,43.71,Yes,Yes,Fiber Optic,12,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes
0575-CUQOV,Q3,Yes,10,60,Offer B,Yes,17.05,No,Yes,Fiber Optic,21,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes
5329-KRDTM,Q3,Yes,4,72,Offer A,Yes,33.68,Yes,Yes,DSL,10,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No
0707-HOVVN,Q3,No,0,70,Offer A,Yes,47.27,Yes,Yes,Cable,3,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes
9518-XXBXE,Q3,Yes,7,10,None,Yes,25.13,No,Yes,Fiber Optic,30,Yes,No,No,No,No,No,No,Yes,Two Year,No
0423-UDIJQ,Q3,No,0,9,None,Yes,7.11,No,Yes,DSL,12,No,No,No,Yes,No,No,No,Yes,Two Year,No
9029-FEGVJ,Q3,Yes,2,32,Offer C,Yes,2.17,Yes,Yes,Fiber Optic,11,No,No,Yes,No,No,No,No,Yes,Two Year,No
8999-XXGNS,Q3,Yes,7,72,Offer A,Yes,18.15,Yes,Yes,Fiber Optic,16,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes
0471-ARVMX,Q3,Yes,8,62,Offer B,Yes,22.74,Yes,Yes,Fiber Optic,18,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes
7524-VRLPL,Q3,No,0,69,Offer A,Yes,13.36,Yes,Yes,Cable,10,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No
4884-TVUQF,Q3,No,0,57,Offer B,Yes,36.89,Yes,Yes,Fiber Optic,17,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No
8065-BVEPF,Q3,No,0,65,Offer B,Yes,18.23,No,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes
6350-XFYGW,Q3,No,0,4,None,Yes,19,No,Yes,Fiber Optic,17,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes
8755-IWJHN,Q3,Yes,5,69,None,Yes,49.91,Yes,Yes,Fiber Optic,13,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes
4480-QQRHC,Q3,No,0,8,None,Yes,2.18,No,Yes,Fiber Optic,13,No,No,Yes,No,No,No,No,Yes,Two Year,Yes
0929-PECLO,Q3,No,0,63,Offer B,Yes,41.8,Yes,Yes,Fiber Optic,16,No,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes
9470-YFUYI,Q3,Yes,10,71,None,Yes,11.35,No,Yes,DSL,24,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes
7402-EYFXX,Q3,No,0,26,Offer C,Yes,25.04,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes
1986-PHGZF,Q3,No,0,18,Offer D,Yes,47.34,Yes,Yes,DSL,7,Yes,Yes,No,No,No,No,No,Yes,Two Year,Yes
8024-XNAFQ,Q3,No,0,72,None,Yes,31.31,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes
2988-GBIVW,Q3,Yes,10,70,None,Yes,38.5,Yes,Yes,Fiber Optic,25,Yes,No,No,No,No,Yes,Yes,Yes,Two Year,Yes
5956-YHHRX,Q3,No,0,21,Offer D,Yes,24.91,Yes,Yes,Fiber Optic,17,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes
6008-NAIXK,Q3,No,0,54,None,No,0,No,Yes,DSL,26,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes
4007-NHVHI,Q3,No,0,56,None,Yes,46.67,Yes,Yes,Fiber Optic,18,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes
8979-CAMGB,Q3,No,0,64,None,Yes,10.07,Yes,Yes,Fiber Optic,26,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No
7813-ZGGAW,Q3,No,0,31,Offer C,Yes,15.35,Yes,Yes,Fiber Optic,10,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes
6583-KQJLK,Q3,Yes,5,15,Offer D,Yes,37.84,No,Yes,Fiber Optic,19,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes
6139-ZZRBQ,Q3,No,0,64,None,Yes,4.99,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes
7594-LZNWR,Q3,No,0,34,Offer C,Yes,13.56,No,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Two Year,No
3996-ZNWYK,Q3,Yes,5,71,None,Yes,32.12,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
8760-ZRHKE,Q3,Yes,7,71,None,Yes,48.59,Yes,Yes,DSL,15,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No
5216-WASFJ,Q3,Yes,4,31,Offer C,Yes,5.3,Yes,Yes,Fiber Optic,3,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes
4948-WBBKL,Q3,No,0,36,Offer C,Yes,41.57,Yes,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Two Year,Yes
8348-JLBUG,Q3,Yes,5,64,None,Yes,14.87,No,Yes,Fiber Optic,16,Yes,No,Yes,No,No,No,No,Yes,One Year,No
3339-EAQNV,Q3,Yes,7,72,None,Yes,11.23,Yes,Yes,Fiber Optic,20,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes
5730-RIITO,Q3,No,0,43,None,No,0,No,Yes,DSL,18,Yes,Yes,No,No,No,No,No,No,Two Year,Yes
7515-LODFU,Q3,No,0,69,None,Yes,20.62,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
8041-TMEID,Q3,Yes,1,63,None,Yes,37.12,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No
6941-KXRRV,Q3,Yes,10,48,None,Yes,34.43,No,Yes,DSL,2,No,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes
4501-UYKBC,Q3,No,0,46,None,Yes,16.04,Yes,Yes,DSL,26,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes
5304-EFJLP,Q3,Yes,4,72,None,Yes,16.92,Yes,Yes,Fiber Optic,19,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes
8875-AKBYH,Q3,No,0,20,Offer D,Yes,25.51,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,No,No,No,Two Year,Yes
0533-UCAAU,Q3,Yes,2,57,None,Yes,48.16,Yes,Yes,DSL,10,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes
1394-SUIUH,Q3,Yes,4,44,None,Yes,44.44,No,Yes,Fiber Optic,6,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes
8565-WUXZU,Q3,Yes,7,72,None,Yes,5.51,No,Yes,Fiber Optic,2,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes
2055-BFOCC,Q3,Yes,1,63,None,Yes,40.65,No,Yes,DSL,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes
4584-LBNMK,Q3,Yes,5,45,None,Yes,44.91,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,No
3898-GUYTS,Q3,No,0,45,None,Yes,12.67,Yes,Yes,Fiber Optic,4,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes
3703-KBKZP,Q3,No,0,16,Offer D,Yes,22.02,Yes,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Two Year,Yes
5117-IFGPS,Q3,Yes,7,29,Offer C,Yes,36.75,Yes,Yes,Fiber Optic,12,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes
2197-OMWGI,Q3,Yes,4,68,None,No,0,No,Yes,DSL,23,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes
7852-LECYP,Q3,Yes,8,13,Offer D,Yes,48.15,Yes,Yes,Fiber Optic,6,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,No
8595-SIZNC,Q3,Yes,5,22,Offer D,Yes,15.27,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,No
8920-NAVAY,Q3,No,0,62,None,Yes,47.8,Yes,Yes,Fiber Optic,8,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes
9699-UBQFS,Q3,Yes,4,43,None,Yes,3.66,Yes,Yes,Fiber Optic,22,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes
1261-FWTTE,Q3,No,0,23,None,No,0,No,Yes,Cable,2,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes
3528-HFRIQ,Q3,Yes,10,71,None,No,0,No,Yes,Cable,28,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes
3320-VEOYC,Q3,No,0,14,None,Yes,37.62,Yes,Yes,Fiber Optic,10,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes
9758-MFWGD,Q3,No,0,48,None,No,0,No,Yes,DSL,19,No,Yes,No,No,No,No,No,Yes,One Year,No
1360-JYXKQ,Q3,Yes,1,54,None,Yes,22.05,No,Yes,Fiber Optic,17,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes
6925-BAYGL,Q3,Yes,1,53,None,Yes,19.03,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
4135-FRWKJ,Q3,Yes,1,55,None,Yes,34.57,Yes,Yes,Cable,19,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No
6551-ZCOTS,Q3,No,0,33,Offer C,Yes,3.15,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes
5995-SNNEW,Q3,Yes,1,23,None,Yes,45.21,Yes,Yes,Fiber Optic,14,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes
5371-VYLSX,Q3,No,0,50,None,Yes,47.99,Yes,Yes,Fiber Optic,22,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes
4128-ETESU,Q3,Yes,3,47,None,Yes,2.98,Yes,Yes,Fiber Optic,7,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No
3295-YVUSR,Q3,No,0,2,None,Yes,15.19,Yes,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes
8016-NCFVO,Q3,No,0,55,None,Yes,29.3,Yes,Yes,Fiber Optic,10,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes
4119-ZYPZY,Q3,No,0,71,None,Yes,34.8,Yes,Yes,Fiber Optic,21,No,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Yes
1078-TDCRN,Q3,Yes,7,3,None,No,0,No,Yes,DSL,3,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes
5439-WIKXB,Q3,Yes,8,41,Offer B,Yes,46.46,No,Yes,Fiber Optic,2,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes
2080-CAZNM,Q3,No,0,41,Offer B,Yes,6.33,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes
1028-FFNJK,Q3,Yes,1,30,Offer C,Yes,48.02,Yes,Yes,Fiber Optic,24,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes
3001-UNBTL,Q3,Yes,1,29,Offer C,Yes,49.36,Yes,Yes,Fiber Optic,19,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes
0786-IVLAW,Q3,No,0,66,None,Yes,3.57,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,No
4282-ACRXS,Q3,Yes,2,38,Offer C,No,0,No,Yes,Cable,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes
7668-XCFYV,Q3,Yes,9,17,None,Yes,3.83,Yes,Yes,Fiber Optic,20,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes
5336-UFNZP,Q3,Yes,7,65,Offer B,Yes,19.58,Yes,Yes,Fiber Optic,26,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes
9233-PSYHO,Q3,No,0,45,Offer B,Yes,6.9,Yes,Yes,Fiber Optic,20,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes
8777-MBMTS,Q3,Yes,10,65,Offer B,Yes,36.49,No,Yes,Fiber Optic,9,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes
2615-YVMYX,Q3,Yes,7,71,None,Yes,30.59,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes
2851-STERV,Q3,No,0,35,None,Yes,3.04,No,Yes,DSL,18,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes
5419-JKZNQ,Q3,Yes,1,30,None,Yes,2.86,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No
1409-PHXTF,Q3,Yes,5,54,Offer B,Yes,32.56,Yes,Yes,Fiber Optic,16,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes
9591-YVTEB,Q3,No,0,55,Offer B,No,0,No,Yes,DSL,30,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes
9309-BZGNT,Q3,Yes,7,69,None,No,0,No,Yes,DSL,13,No,No,Yes,No,No,No,No,Yes,One Year,Yes
8075-GXIUB,Q3,Yes,3,9,None,Yes,22.79,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No
6723-WSNTY,Q3,Yes,3,66,None,Yes,6.94,Yes,Yes,Fiber Optic,23,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes
2144-BFDSO,Q3,Yes,1,50,Offer B,Yes,9.18,Yes,Yes,Fiber Optic,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No
5647-FXOTP,Q3,Yes,1,60,Offer B,Yes,36.71,Yes,Yes,Fiber Optic,25,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes
6078-VESFR,Q3,Yes,1,13,None,Yes,36.57,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,No
9866-OCCKE,Q3,Yes,1,72,Offer A,Yes,35.04,Yes,Yes,Fiber Optic,22,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes
2786-GCDPI,Q3,No,0,50,Offer B,Yes,17.65,Yes,Yes,Fiber Optic,29,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes
3733-UOCWF,Q3,Yes,5,61,Offer B,Yes,46.65,Yes,Yes,Fiber Optic,23,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes
8490-BXHEO,Q3,No,0,18,None,Yes,38.79,Yes,Yes,Fiber Optic,14,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes
7173-TETGO,Q3,Yes,4,72,Offer A,Yes,32.37,Yes,Yes,Fiber Optic,22,Yes,No,No,No,No,No,No,Yes,Two Year,No
6435-VWCCY,Q3,Yes,3,65,Offer B,Yes,27.14,Yes,Yes,Fiber Optic,26,Yes,Yes,No,No,Yes,No,No,Yes,Two Year,Yes
6726-NNFWD,Q3,Yes,10,71,Offer A,Yes,16.26,No,Yes,Fiber Optic,27,No,Yes,Yes,No,No,Yes,No,Yes,Two Year,No
7856-GANIL,Q3,Yes,1,45,Offer B,Yes,2.38,Yes,Yes,Fiber Optic,20,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes
0248-PGHBZ,Q3,No,0,67,Offer A,Yes,2.57,No,Yes,Fiber Optic,21,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes
7472-EQOAV,Q3,Yes,5,71,Offer A,Yes,30.16,No,Yes,Fiber Optic,19,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes
5985-BEHZK,Q3,Yes,1,72,Offer A,Yes,27.79,Yes,Yes,Fiber Optic,10,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,No
9279-CJEOJ,Q3,No,0,21,None,Yes,37.4,Yes,Yes,Fiber Optic,16,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes
8029-XYPWT,Q3,Yes,1,71,Offer A,Yes,46.82,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes
6646-JPPHA,Q3,No,0,14,None,Yes,48.01,No,Yes,Fiber Optic,2,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No
7658-UYUQS,Q3,No,0,21,None,Yes,22.3,No,Yes,Fiber Optic,9,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No
8746-BFOAJ,Q3,No,0,21,None,Yes,23.23,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No
8023-QHAIO,Q3,Yes,7,56,Offer B,Yes,27.56,Yes,Yes,Fiber Optic,29,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes
8133-ANHHJ,Q3,No,0,49,Offer B,Yes,36.47,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No
1707-HABPF,Q3,No,0,46,Offer B,Yes,11.93,No,Yes,Fiber Optic,26,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes
6847-KJLTS,Q3,Yes,8,58,Offer B,Yes,47.34,Yes,Yes,Fiber Optic,28,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes
4619-EVPHY,Q3,Yes,2,20,None,Yes,38.85,No,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes
4462-CYWMH,Q3,Yes,7,62,Offer B,Yes,27.49,Yes,Yes,Fiber Optic,3,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes
9334-GWGOW,Q3,Yes,2,7,None,Yes,6.81,Yes,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes
4291-HYEBC,Q3,Yes,2,28,None,No,0,No,Yes,DSL,21,No,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes
1576-PFZIW,Q3,Yes,2,70,Offer A,Yes,14.48,No,Yes,Fiber Optic,7,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No
0147-ESWWR,Q3,Yes,9,39,None,Yes,20.15,Yes,Yes,Fiber Optic,21,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes
1217-VASWC,Q3,Yes,10,43,Offer B,Yes,37.09,No,Yes,Fiber Optic,8,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes
2522-WLNSF,Q3,Yes,2,34,None,Yes,12.33,No,Yes,Cable,23,No,No,Yes,Yes,Yes,No,No,Yes,One Year,No
5327-XOKKY,Q3,Yes,7,72,Offer A,Yes,11.26,Yes,Yes,Cable,3,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes
3312-ZWLGF,Q3,No,0,29,None,Yes,10.55,Yes,Yes,Fiber Optic,2,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes
0795-XCCTE,Q3,No,0,72,Offer A,Yes,26.01,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
7072-MBHEV,Q3,Yes,8,11,None,Yes,17.66,Yes,Yes,Fiber Optic,13,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes
8050-DVOJX,Q3,No,0,49,Offer B,Yes,43.19,Yes,Yes,Cable,10,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No
8169-SAEJD,Q3,Yes,10,69,Offer A,No,0,No,Yes,DSL,12,Yes,Yes,No,No,Yes,Yes,Yes,No,Two Year,No
1580-BMCMR,Q3,No,0,19,None,Yes,29.8,No,Yes,Fiber Optic,16,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes
4199-QHJNM,Q3,Yes,9,67,Offer A,Yes,48.68,Yes,Yes,Fiber Optic,17,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No
5135-GRQJV,Q3,Yes,4,72,Offer A,Yes,5.6,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes
2384-OVPSA,Q3,No,0,38,None,Yes,4.09,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
1371-WEPDS,Q3,Yes,8,40,None,Yes,28.56,No,Yes,DSL,18,No,No,No,No,No,Yes,Yes,No,One Year,No
3349-ANQNH,Q3,No,0,59,None,Yes,24.27,Yes,Yes,Fiber Optic,9,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes
5937-EORGB,Q3,Yes,9,15,None,Yes,22.83,Yes,Yes,Fiber Optic,26,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes
5539-HIVAK,Q3,Yes,8,28,None,Yes,25.57,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No
4583-PARNH,Q3,Yes,1,16,None,Yes,15.44,No,Yes,Fiber Optic,20,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes
1421-HCERK,Q3,Yes,6,30,None,Yes,33.48,Yes,Yes,Fiber Optic,22,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes
0716-BQNDX,Q3,No,0,57,None,Yes,2.21,Yes,Yes,Fiber Optic,11,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,No
1162-ECVII,Q3,Yes,1,72,Offer A,Yes,18.74,Yes,Yes,Fiber Optic,14,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes
8695-ARGXZ,Q3,Yes,1,34,None,Yes,2.07,Yes,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes
1697-NVVGY,Q3,Yes,1,19,None,Yes,30.44,No,Yes,DSL,26,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No
9112-WSNPU,Q3,No,0,35,None,Yes,16.91,No,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,No
4976-LNFVV,Q3,Yes,6,19,None,No,0,No,Yes,DSL,14,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes
2077-MPJQO,Q3,Yes,2,7,None,Yes,21.37,Yes,Yes,Fiber Optic,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes
1480-IVEVR,Q3,Yes,2,35,None,Yes,4.16,Yes,Yes,Fiber Optic,28,No,No,Yes,No,No,No,No,Yes,One Year,Yes
